State,City,Accommodation_Daily,Food_Daily,Transport_Daily,Expenditure_Daily,Description,Image_URL,Rating,Distance_Hub,Travel_Type,Local_Dish
Melaka,Melaka District 24,158,119,71,50,A beautiful spot in Melaka perfect for History.,https://picsum.photos/seed/Melaka24/400/250,5.0,11,Adventure,Char Kway Teow
Melaka,Melaka District 25,247,51,29,50,A beautiful spot in Melaka perfect for Foodie.,https://picsum.photos/seed/Melaka25/400/250,3.7,133,Adventure,Satay
Melaka,Melaka District 26,71,85,28,50,A beautiful spot in Melaka perfect for Leisure.,https://picsum.photos/seed/Melaka26/400/250,3.7,67,Adventure,Satay
Melaka,Melaka District 27,367,104,79,50,A beautiful spot in Melaka perfect for Modern.,https://picsum.photos/seed/Melaka27/400/250,4.6,60,Leisure,Nasi Lemak
Melaka,Melaka District 28,353,67,39,50,A beautiful spot in Melaka perfect for Leisure.,https://picsum.photos/seed/Melaka28/400/250,4.2,133,Modern,Satay
Melaka,Melaka District 29,62,65,73,50,A beautiful spot in Melaka perfect for Nature.,https://picsum.photos/seed/Melaka29/400/250,4.1,42,Adventure,Laksa
Pahang,Pahang District 1,188,116,31,50,A beautiful spot in Pahang perfect for Nature.,https://picsum.photos/seed/Pahang1/400/250,4.6,148,Modern,Laksa
Pahang,Pahang District 2,164,77,76,50,A beautiful spot in Pahang perfect for Foodie.,https://picsum.photos/seed/Pahang2/400/250,4.5,20,History,Nasi Lemak
Pahang,Pahang District 3,285,45,34,50,A beautiful spot in Pahang perfect for Leisure.,https://picsum.photos/seed/Pahang3/400/250,4.1,32,History,Laksa
Pahang,Pahang District 4,268,47,48,50,A beautiful spot in Pahang perfect for Nature.,https://picsum.photos/seed/Pahang4/400/250,5.0,94,Modern,Satay
Pahang,Pahang District 5,361,35,18,50,A beautiful spot in Pahang perfect for Modern.,https://picsum.photos/seed/Pahang5/400/250,4.9,107,Adventure,Satay
Pahang,Pahang District 6,210,51,77,50,A beautiful spot in Pahang perfect for Foodie.,https://picsum.photos/seed/Pahang6/400/250,4.8,96,Nature,Satay
Pahang,Pahang District 7,198,52,66,50,A beautiful spot in Pahang perfect for History.,https://picsum.photos/seed/Pahang7/400/250,3.6,5,Adventure,Char Kway Teow
Pahang,Pahang District 8,161,88,44,50,A beautiful spot in Pahang perfect for Leisure.,https://picsum.photos/seed/Pahang8/400/250,4.9,31,Modern,Char Kway Teow
Pahang,Pahang District 9,63,101,24,50,A beautiful spot in Pahang perfect for Foodie.,https://picsum.photos/seed/Pahang9/400/250,4.8,98,Modern,Satay
Pahang,Pahang District 10,85,113,47,50,A beautiful spot in Pahang perfect for Nature.,https://picsum.photos/seed/Pahang10/400/250,4.4,34,Foodie,Cendol
Pahang,Pahang District 11,345,110,65,50,A beautiful spot in Pahang perfect for Foodie.,https://picsum.photos/seed/Pahang11/400/250,4.0,129,Modern,Laksa
Pahang,Pahang District 12,210,114,43,50,A beautiful spot in Pahang perfect for History.,https://picsum.photos/seed/Pahang12/400/250,3.8,59,Adventure,Nasi Lemak
Pahang,Pahang District 13,200,120,25,50,A beautiful spot in Pahang perfect for Nature.,https://picsum.photos/seed/Pahang13/400/250,3.6,11,Adventure,Satay
Pahang,Pahang District 14,265,76,59,50,A beautiful spot in Pahang perfect for Leisure.,https://picsum.photos/seed/Pahang14/400/250,4.4,21,Foodie,Roti Canai
Pahang,Pahang District 15,267,36,56,50,A beautiful spot in Pahang perfect for Leisure.,https://picsum.photos/seed/Pahang15/400/250,4.2,6,Leisure,Char Kway Teow
Pahang,Pahang District 16,102,44,36,50,A beautiful spot in Pahang perfect for Nature.,https://picsum.photos/seed/Pahang16/400/250,3.5,121,Adventure,Cendol
Pahang,Pahang District 17,78,109,79,50,A beautiful spot in Pahang perfect for Nature.,https://picsum.photos/seed/Pahang17/400/250,3.7,52,Modern,Laksa
Pahang,Pahang District 18,386,33,44,50,A beautiful spot in Pahang perfect for Nature.,https://picsum.photos/seed/Pahang18/400/250,4.2,88,Nature,Char Kway Teow
Pahang,Pahang District 19,317,53,24,50,A beautiful spot in Pahang perfect for Nature.,https://picsum.photos/seed/Pahang19/400/250,4.4,20,Nature,Laksa
Pahang,Pahang District 20,127,43,65,50,A beautiful spot in Pahang perfect for Foodie.,https://picsum.photos/seed/Pahang20/400/250,4.7,11,History,Cendol
Pahang,Pahang District 21,311,58,59,50,A beautiful spot in Pahang perfect for Nature.,https://picsum.photos/seed/Pahang21/400/250,4.0,125,Foodie,Roti Canai
Pahang,Pahang District 22,265,114,47,50,A beautiful spot in Pahang perfect for History.,https://picsum.photos/seed/Pahang22/400/250,4.6,54,Adventure,Cendol
Pahang,Pahang District 23,365,40,39,50,A beautiful spot in Pahang perfect for Adventure.,https://picsum.photos/seed/Pahang23/400/250,3.8,108,Nature,Nasi Lemak
Pahang,Pahang District 24,198,78,54,50,A beautiful spot in Pahang perfect for Modern.,https://picsum.photos/seed/Pahang24/400/250,3.6,146,Adventure,Cendol
Pahang,Pahang District 25,72,60,35,50,A beautiful spot in Pahang perfect for Adventure.,https://picsum.photos/seed/Pahang25/400/250,4.4,65,Foodie,Cendol
Pahang,Pahang District 26,229,103,62,50,A beautiful spot in Pahang perfect for History.,https://picsum.photos/seed/Pahang26/400/250,4.5,71,Foodie,Roti Canai
Pahang,Pahang District 27,335,86,79,50,A beautiful spot in Pahang perfect for Leisure.,https://picsum.photos/seed/Pahang27/400/250,4.7,88,Nature,Cendol
Pahang,Pahang District 28,86,66,75,50,A beautiful spot in Pahang perfect for Leisure.,https://picsum.photos/seed/Pahang28/400/250,3.7,16,Nature,Cendol
Pahang,Pahang District 29,342,77,25,50,A beautiful spot in Pahang perfect for Foodie.,https://picsum.photos/seed/Pahang29/400/250,3.7,108,Modern,Char Kway Teow
Terengganu,Terengganu District 1,353,30,10,50,A beautiful spot in Terengganu perfect for Adventure.,https://picsum.photos/seed/Terengganu1/400/250,4.5,64,History,Roti Canai
Terengganu,Terengganu District 2,165,39,47,50,A beautiful spot in Terengganu perfect for Modern.,https://picsum.photos/seed/Terengganu2/400/250,4.6,60,Adventure,Satay
Terengganu,Terengganu District 3,263,38,65,50,A beautiful spot in Terengganu perfect for History.,https://picsum.photos/seed/Terengganu3/400/250,4.4,42,Foodie,Roti Canai
Terengganu,Terengganu District 4,342,43,20,50,A beautiful spot in Terengganu perfect for Nature.,https://picsum.photos/seed/Terengganu4/400/250,4.2,106,Nature,Satay
Terengganu,Terengganu District 5,302,54,52,50,A beautiful spot in Terengganu perfect for Foodie.,https://picsum.photos/seed/Terengganu5/400/250,5.0,60,Foodie,Laksa
Terengganu,Terengganu District 6,204,87,46,50,A beautiful spot in Terengganu perfect for Adventure.,https://picsum.photos/seed/Terengganu6/400/250,4.3,57,Modern,Roti Canai
Terengganu,Terengganu District 7,166,80,69,50,A beautiful spot in Terengganu perfect for Modern.,https://picsum.photos/seed/Terengganu7/400/250,4.2,106,History,Nasi Lemak
Terengganu,Terengganu District 8,179,82,51,50,A beautiful spot in Terengganu perfect for Leisure.,https://picsum.photos/seed/Terengganu8/400/250,4.5,90,Modern,Laksa
Terengganu,Terengganu District 9,166,117,30,50,A beautiful spot in Terengganu perfect for Nature.,https://picsum.photos/seed/Terengganu9/400/250,4.4,101,Leisure,Cendol
Terengganu,Terengganu District 10,215,51,20,50,A beautiful spot in Terengganu perfect for History.,https://picsum.photos/seed/Terengganu10/400/250,4.1,77,Leisure,Char Kway Teow
Terengganu,Terengganu District 11,211,96,19,50,A beautiful spot in Terengganu perfect for Leisure.,https://picsum.photos/seed/Terengganu11/400/250,4.4,33,History,Nasi Lemak
Terengganu,Terengganu District 12,399,88,57,50,A beautiful spot in Terengganu perfect for Adventure.,https://picsum.photos/seed/Terengganu12/400/250,4.0,118,Leisure,Nasi Lemak
Terengganu,Terengganu District 13,136,66,24,50,A beautiful spot in Terengganu perfect for History.,https://picsum.photos/seed/Terengganu13/400/250,4.5,27,Leisure,Laksa
Terengganu,Terengganu District 14,202,102,44,50,A beautiful spot in Terengganu perfect for Modern.,https://picsum.photos/seed/Terengganu14/400/250,4.9,43,Leisure,Roti Canai
Terengganu,Terengganu District 15,352,71,13,50,A beautiful spot in Terengganu perfect for History.,https://picsum.photos/seed/Terengganu15/400/250,5.0,55,Foodie,Char Kway Teow
Terengganu,Terengganu District 16,61,99,47,50,A beautiful spot in Terengganu perfect for Nature.,https://picsum.photos/seed/Terengganu16/400/250,3.9,7,Leisure,Char Kway Teow
Terengganu,Terengganu District 17,61,84,79,50,A beautiful spot in Terengganu perfect for Leisure.,https://picsum.photos/seed/Terengganu17/400/250,4.5,22,Foodie,Laksa
Terengganu,Terengganu District 18,90,98,59,50,A beautiful spot in Terengganu perfect for Modern.,https://picsum.photos/seed/Terengganu18/400/250,4.9,117,History,Roti Canai
Terengganu,Terengganu District 19,207,45,40,50,A beautiful spot in Terengganu perfect for Leisure.,https://picsum.photos/seed/Terengganu19/400/250,4.2,130,Modern,Roti Canai
Terengganu,Terengganu District 20,322,100,10,50,A beautiful spot in Terengganu perfect for Adventure.,https://picsum.photos/seed/Terengganu20/400/250,3.9,104,Modern,Char Kway Teow
Terengganu,Terengganu District 21,112,55,54,50,A beautiful spot in Terengganu perfect for Adventure.,https://picsum.photos/seed/Terengganu21/400/250,3.8,118,Modern,Cendol
Terengganu,Terengganu District 22,61,52,41,50,A beautiful spot in Terengganu perfect for Leisure.,https://picsum.photos/seed/Terengganu22/400/250,4.7,117,Nature,Laksa
Terengganu,Terengganu District 23,272,89,42,50,A beautiful spot in Terengganu perfect for History.,https://picsum.photos/seed/Terengganu23/400/250,4.5,139,Adventure,Laksa
Terengganu,Terengganu District 24,129,32,13,50,A beautiful spot in Terengganu perfect for Nature.,https://picsum.photos/seed/Terengganu24/400/250,3.7,96,Foodie,Cendol
Terengganu,Terengganu District 25,85,118,35,50,A beautiful spot in Terengganu perfect for Leisure.,https://picsum.photos/seed/Terengganu25/400/250,3.9,40,Adventure,Cendol
Terengganu,Terengganu District 26,67,46,56,50,A beautiful spot in Terengganu perfect for Leisure.,https://picsum.photos/seed/Terengganu26/400/250,4.5,102,Foodie,Char Kway Teow
Terengganu,Terengganu District 27,346,33,69,50,A beautiful spot in Terengganu perfect for Nature.,https://picsum.photos/seed/Terengganu27/400/250,4.3,37,History,Char Kway Teow
Terengganu,Terengganu District 28,323,101,39,50,A beautiful spot in Terengganu perfect for Modern.,https://picsum.photos/seed/Terengganu28/400/250,4.5,46,Modern,Char Kway Teow
Terengganu,Terengganu District 29,383,61,43,50,A beautiful spot in Terengganu perfect for Modern.,https://picsum.photos/seed/Terengganu29/400/250,4.2,15,Modern,Nasi Lemak
Kelantan,Kelantan District 1,319,30,40,50,A beautiful spot in Kelantan perfect for Adventure.,https://picsum.photos/seed/Kelantan1/400/250,4.3,74,Adventure,Cendol
Kelantan,Kelantan District 2,302,70,76,50,A beautiful spot in Kelantan perfect for Foodie.,https://picsum.photos/seed/Kelantan2/400/250,3.6,123,Foodie,Char Kway Teow
Kelantan,Kelantan District 3,58,73,36,50,A beautiful spot in Kelantan perfect for Foodie.,https://picsum.photos/seed/Kelantan3/400/250,4.3,12,History,Laksa
Kelantan,Kelantan District 4,59,112,67,50,A beautiful spot in Kelantan perfect for Nature.,https://picsum.photos/seed/Kelantan4/400/250,4.7,96,Foodie,Char Kway Teow
Kelantan,Kelantan District 5,109,39,79,50,A beautiful spot in Kelantan perfect for Foodie.,https://picsum.photos/seed/Kelantan5/400/250,4.1,142,Adventure,Char Kway Teow
Kelantan,Kelantan District 6,212,85,56,50,A beautiful spot in Kelantan perfect for History.,https://picsum.photos/seed/Kelantan6/400/250,4.8,23,History,Char Kway Teow
Kelantan,Kelantan District 7,301,32,17,50,A beautiful spot in Kelantan perfect for History.,https://picsum.photos/seed/Kelantan7/400/250,4.5,27,Nature,Roti Canai
Kelantan,Kelantan District 8,218,58,40,50,A beautiful spot in Kelantan perfect for Modern.,https://picsum.photos/seed/Kelantan8/400/250,4.9,47,Adventure,Cendol
Kelantan,Kelantan District 9,169,117,14,50,A beautiful spot in Kelantan perfect for Foodie.,https://picsum.photos/seed/Kelantan9/400/250,3.5,65,Leisure,Cendol
Kelantan,Kelantan District 10,101,78,46,50,A beautiful spot in Kelantan perfect for Foodie.,https://picsum.photos/seed/Kelantan10/400/250,4.9,149,Foodie,Char Kway Teow
Kelantan,Kelantan District 11,273,41,12,50,A beautiful spot in Kelantan perfect for Modern.,https://picsum.photos/seed/Kelantan11/400/250,3.6,134,Nature,Char Kway Teow
Kelantan,Kelantan District 12,275,95,43,50,A beautiful spot in Kelantan perfect for Nature.,https://picsum.photos/seed/Kelantan12/400/250,4.2,47,Adventure,Satay
Kelantan,Kelantan District 13,297,61,40,50,A beautiful spot in Kelantan perfect for Nature.,https://picsum.photos/seed/Kelantan13/400/250,4.2,15,Nature,Cendol
Kelantan,Kelantan District 14,53,115,42,50,A beautiful spot in Kelantan perfect for Adventure.,https://picsum.photos/seed/Kelantan14/400/250,4.3,76,Foodie,Roti Canai
Kelantan,Kelantan District 15,281,100,44,50,A beautiful spot in Kelantan perfect for Leisure.,https://picsum.photos/seed/Kelantan15/400/250,4.7,129,Nature,Cendol
Kelantan,Kelantan District 16,139,70,53,50,A beautiful spot in Kelantan perfect for Adventure.,https://picsum.photos/seed/Kelantan16/400/250,3.5,116,Foodie,Roti Canai
Kelantan,Kelantan District 17,355,46,40,50,A beautiful spot in Kelantan perfect for Foodie.,https://picsum.photos/seed/Kelantan17/400/250,4.9,99,Adventure,Nasi Lemak
Kelantan,Kelantan District 18,142,72,43,50,A beautiful spot in Kelantan perfect for Modern.,https://picsum.photos/seed/Kelantan18/400/250,4.6,142,Adventure,Nasi Lemak
Kelantan,Kelantan District 19,115,106,50,50,A beautiful spot in Kelantan perfect for Nature.,https://picsum.photos/seed/Kelantan19/400/250,4.2,48,Foodie,Cendol
Kelantan,Kelantan District 20,388,76,23,50,A beautiful spot in Kelantan perfect for Nature.,https://picsum.photos/seed/Kelantan20/400/250,4.7,27,Modern,Nasi Lemak
Kelantan,Kelantan District 21,75,57,68,50,A beautiful spot in Kelantan perfect for Adventure.,https://picsum.photos/seed/Kelantan21/400/250,4.2,67,Leisure,Roti Canai
Kelantan,Kelantan District 22,294,39,66,50,A beautiful spot in Kelantan perfect for Adventure.,https://picsum.photos/seed/Kelantan22/400/250,4.1,52,Nature,Cendol
Kelantan,Kelantan District 23,290,82,54,50,A beautiful spot in Kelantan perfect for History.,https://picsum.photos/seed/Kelantan23/400/250,4.3,134,Foodie,Satay
Kelantan,Kelantan District 24,60,109,16,50,A beautiful spot in Kelantan perfect for Modern.,https://picsum.photos/seed/Kelantan24/400/250,3.5,60,Leisure,Laksa
Kelantan,Kelantan District 25,400,72,45,50,A beautiful spot in Kelantan perfect for Foodie.,https://picsum.photos/seed/Kelantan25/400/250,4.4,88,Adventure,Char Kway Teow
Kelantan,Kelantan District 26,118,41,35,50,A beautiful spot in Kelantan perfect for Leisure.,https://picsum.photos/seed/Kelantan26/400/250,4.0,89,History,Satay
Kelantan,Kelantan District 27,298,48,61,50,A beautiful spot in Kelantan perfect for Modern.,https://picsum.photos/seed/Kelantan27/400/250,3.5,39,Adventure,Laksa
Kelantan,Kelantan District 28,328,83,74,50,A beautiful spot in Kelantan perfect for History.,https://picsum.photos/seed/Kelantan28/400/250,4.1,25,Modern,Cendol
Kelantan,Kelantan District 29,149,88,74,50,A beautiful spot in Kelantan perfect for History.,https://picsum.photos/seed/Kelantan29/400/250,4.0,75,Modern,Char Kway Teow
Kedah,Kedah District 1,244,67,16,50,A beautiful spot in Kedah perfect for Adventure.,https://picsum.photos/seed/Kedah1/400/250,4.1,66,Adventure,Char Kway Teow
Kedah,Kedah District 2,178,82,48,50,A beautiful spot in Kedah perfect for Foodie.,https://picsum.photos/seed/Kedah2/400/250,3.7,72,Modern,Char Kway Teow
Kedah,Kedah District 3,56,111,32,50,A beautiful spot in Kedah perfect for History.,https://picsum.photos/seed/Kedah3/400/250,4.8,35,Nature,Nasi Lemak
Kedah,Kedah District 4,358,115,58,50,A beautiful spot in Kedah perfect for Adventure.,https://picsum.photos/seed/Kedah4/400/250,4.6,59,History,Roti Canai
Kedah,Kedah District 5,188,120,71,50,A beautiful spot in Kedah perfect for History.,https://picsum.photos/seed/Kedah5/400/250,3.7,135,History,Nasi Lemak
Kedah,Kedah District 6,252,96,56,50,A beautiful spot in Kedah perfect for Modern.,https://picsum.photos/seed/Kedah6/400/250,4.1,12,Modern,Nasi Lemak
Kedah,Kedah District 7,240,86,48,50,A beautiful spot in Kedah perfect for Adventure.,https://picsum.photos/seed/Kedah7/400/250,4.5,128,Nature,Roti Canai
Kedah,Kedah District 8,378,116,47,50,A beautiful spot in Kedah perfect for Adventure.,https://picsum.photos/seed/Kedah8/400/250,4.0,129,Foodie,Laksa
Kedah,Kedah District 9,68,104,56,50,A beautiful spot in Kedah perfect for Leisure.,https://picsum.photos/seed/Kedah9/400/250,4.8,135,Nature,Nasi Lemak
Kedah,Kedah District 10,283,107,15,50,A beautiful spot in Kedah perfect for Modern.,https://picsum.photos/seed/Kedah10/400/250,3.9,72,History,Roti Canai
Kedah,Kedah District 11,369,117,77,50,A beautiful spot in Kedah perfect for Leisure.,https://picsum.photos/seed/Kedah11/400/250,4.5,143,History,Cendol
Kedah,Kedah District 12,393,102,80,50,A beautiful spot in Kedah perfect for Nature.,https://picsum.photos/seed/Kedah12/400/250,4.3,20,Nature,Nasi Lemak
Kedah,Kedah District 13,77,88,69,50,A beautiful spot in Kedah perfect for Modern.,https://picsum.photos/seed/Kedah13/400/250,3.9,142,Nature,Satay
Kedah,Kedah District 14,169,62,23,50,A beautiful spot in Kedah perfect for Adventure.,https://picsum.photos/seed/Kedah14/400/250,4.2,108,Nature,Char Kway Teow
Kedah,Kedah District 15,217,57,67,50,A beautiful spot in Kedah perfect for Modern.,https://picsum.photos/seed/Kedah15/400/250,4.9,4,History,Satay
Kedah,Kedah District 16,330,37,48,50,A beautiful spot in Kedah perfect for Leisure.,https://picsum.photos/seed/Kedah16/400/250,5.0,64,Nature,Satay
Kedah,Kedah District 17,214,108,60,50,A beautiful spot in Kedah perfect for Leisure.,https://picsum.photos/seed/Kedah17/400/250,3.8,125,Leisure,Roti Canai
Kedah,Kedah District 18,73,83,47,50,A beautiful spot in Kedah perfect for Modern.,https://picsum.photos/seed/Kedah18/400/250,3.8,137,Leisure,Roti Canai
Kedah,Kedah District 19,112,110,33,50,A beautiful spot in Kedah perfect for Leisure.,https://picsum.photos/seed/Kedah19/400/250,4.4,127,Foodie,Char Kway Teow
Kedah,Kedah District 20,238,82,40,50,A beautiful spot in Kedah perfect for Nature.,https://picsum.photos/seed/Kedah20/400/250,4.7,103,Leisure,Nasi Lemak
Kedah,Kedah District 21,86,115,25,50,A beautiful spot in Kedah perfect for Adventure.,https://picsum.photos/seed/Kedah21/400/250,4.4,117,Nature,Char Kway Teow
Kedah,Kedah District 22,97,82,38,50,A beautiful spot in Kedah perfect for Leisure.,https://picsum.photos/seed/Kedah22/400/250,5.0,14,Adventure,Satay
Kedah,Kedah District 23,109,80,72,50,A beautiful spot in Kedah perfect for Adventure.,https://picsum.photos/seed/Kedah23/400/250,3.7,111,Modern,Char Kway Teow
Kedah,Kedah District 24,310,48,71,50,A beautiful spot in Kedah perfect for Adventure.,https://picsum.photos/seed/Kedah24/400/250,4.4,65,Nature,Nasi Lemak
Kedah,Kedah District 25,365,113,42,50,A beautiful spot in Kedah perfect for Nature.,https://picsum.photos/seed/Kedah25/400/250,4.5,43,Nature,Cendol
Kedah,Kedah District 26,156,87,74,50,A beautiful spot in Kedah perfect for Leisure.,https://picsum.photos/seed/Kedah26/400/250,4.5,125,Leisure,Laksa
Kedah,Kedah District 27,366,79,21,50,A beautiful spot in Kedah perfect for History.,https://picsum.photos/seed/Kedah27/400/250,4.2,35,Modern,Laksa
Kedah,Kedah District 28,89,111,41,50,A beautiful spot in Kedah perfect for Leisure.,https://picsum.photos/seed/Kedah28/400/250,3.6,89,Nature,Satay
Kedah,Kedah District 29,159,85,29,50,A beautiful spot in Kedah perfect for Foodie.,https://picsum.photos/seed/Kedah29/400/250,3.9,90,Adventure,Char Kway Teow
Negeri Sembilan,Negeri Sembilan District 1,373,85,24,50,A beautiful spot in Negeri Sembilan perfect for Adventure.,https://picsum.photos/seed/Negeri Sembilan1/400/250,3.8,146,Foodie,Char Kway Teow
Negeri Sembilan,Negeri Sembilan District 2,238,40,15,50,A beautiful spot in Negeri Sembilan perfect for Modern.,https://picsum.photos/seed/Negeri Sembilan2/400/250,4.6,81,History,Laksa
Negeri Sembilan,Negeri Sembilan District 3,372,94,76,50,A beautiful spot in Negeri Sembilan perfect for Adventure.,https://picsum.photos/seed/Negeri Sembilan3/400/250,4.9,92,History,Satay
Negeri Sembilan,Negeri Sembilan District 4,394,107,52,50,A beautiful spot in Negeri Sembilan perfect for History.,https://picsum.photos/seed/Negeri Sembilan4/400/250,4.3,78,Leisure,Cendol
Negeri Sembilan,Negeri Sembilan District 5,383,47,49,50,A beautiful spot in Negeri Sembilan perfect for History.,https://picsum.photos/seed/Negeri Sembilan5/400/250,4.1,12,History,Laksa
Negeri Sembilan,Negeri Sembilan District 6,250,93,49,50,A beautiful spot in Negeri Sembilan perfect for Nature.,https://picsum.photos/seed/Negeri Sembilan6/400/250,4.3,39,History,Cendol
Negeri Sembilan,Negeri Sembilan District 7,397,111,79,50,A beautiful spot in Negeri Sembilan perfect for Modern.,https://picsum.photos/seed/Negeri Sembilan7/400/250,4.1,44,Adventure,Cendol
Negeri Sembilan,Negeri Sembilan District 8,87,106,43,50,A beautiful spot in Negeri Sembilan perfect for History.,https://picsum.photos/seed/Negeri Sembilan8/400/250,4.5,71,Leisure,Nasi Lemak
Negeri Sembilan,Negeri Sembilan District 9,264,30,76,50,A beautiful spot in Negeri Sembilan perfect for History.,https://picsum.photos/seed/Negeri Sembilan9/400/250,4.7,147,Modern,Laksa
Negeri Sembilan,Negeri Sembilan District 10,187,30,77,50,A beautiful spot in Negeri Sembilan perfect for Nature.,https://picsum.photos/seed/Negeri Sembilan10/400/250,4.6,117,Modern,Char Kway Teow
Negeri Sembilan,Negeri Sembilan District 11,89,120,36,50,A beautiful spot in Negeri Sembilan perfect for History.,https://picsum.photos/seed/Negeri Sembilan11/400/250,4.4,5,Leisure,Satay
Negeri Sembilan,Negeri Sembilan District 12,364,34,59,50,A beautiful spot in Negeri Sembilan perfect for Modern.,https://picsum.photos/seed/Negeri Sembilan12/400/250,4.5,112,Foodie,Nasi Lemak
Negeri Sembilan,Negeri Sembilan District 13,229,81,61,50,A beautiful spot in Negeri Sembilan perfect for Modern.,https://picsum.photos/seed/Negeri Sembilan13/400/250,4.4,139,Adventure,Nasi Lemak
Negeri Sembilan,Negeri Sembilan District 14,300,71,45,50,A beautiful spot in Negeri Sembilan perfect for History.,https://picsum.photos/seed/Negeri Sembilan14/400/250,4.5,46,Adventure,Satay
Negeri Sembilan,Negeri Sembilan District 15,236,46,23,50,A beautiful spot in Negeri Sembilan perfect for Foodie.,https://picsum.photos/seed/Negeri Sembilan15/400/250,3.7,41,Adventure,Roti Canai
Negeri Sembilan,Negeri Sembilan District 16,50,35,79,50,A beautiful spot in Negeri Sembilan perfect for Modern.,https://picsum.photos/seed/Negeri Sembilan16/400/250,4.3,43,Nature,Laksa
Negeri Sembilan,Negeri Sembilan District 17,365,103,49,50,A beautiful spot in Negeri Sembilan perfect for Nature.,https://picsum.photos/seed/Negeri Sembilan17/400/250,4.4,140,Adventure,Laksa
Negeri Sembilan,Negeri Sembilan District 18,302,73,41,50,A beautiful spot in Negeri Sembilan perfect for History.,https://picsum.photos/seed/Negeri Sembilan18/400/250,5.0,125,Foodie,Nasi Lemak
Negeri Sembilan,Negeri Sembilan District 19,291,88,56,50,A beautiful spot in Negeri Sembilan perfect for History.,https://picsum.photos/seed/Negeri Sembilan19/400/250,4.3,51,Nature,Laksa
Negeri Sembilan,Negeri Sembilan District 20,94,52,55,50,A beautiful spot in Negeri Sembilan perfect for Leisure.,https://picsum.photos/seed/Negeri Sembilan20/400/250,4.0,32,Foodie,Laksa
Negeri Sembilan,Negeri Sembilan District 21,236,33,31,50,A beautiful spot in Negeri Sembilan perfect for Adventure.,https://picsum.photos/seed/Negeri Sembilan21/400/250,4.3,53,Nature,Cendol
Negeri Sembilan,Negeri Sembilan District 22,155,103,34,50,A beautiful spot in Negeri Sembilan perfect for Nature.,https://picsum.photos/seed/Negeri Sembilan22/400/250,4.6,62,Adventure,Laksa
Negeri Sembilan,Negeri Sembilan District 23,384,37,11,50,A beautiful spot in Negeri Sembilan perfect for Leisure.,https://picsum.photos/seed/Negeri Sembilan23/400/250,4.6,139,Modern,Satay
Negeri Sembilan,Negeri Sembilan District 24,193,48,10,50,A beautiful spot in Negeri Sembilan perfect for Leisure.,https://picsum.photos/seed/Negeri Sembilan24/400/250,4.0,53,Leisure,Roti Canai
Negeri Sembilan,Negeri Sembilan District 25,345,111,31,50,A beautiful spot in Negeri Sembilan perfect for Nature.,https://picsum.photos/seed/Negeri Sembilan25/400/250,3.9,65,Foodie,Nasi Lemak
Negeri Sembilan,Negeri Sembilan District 26,76,54,22,50,A beautiful spot in Negeri Sembilan perfect for Adventure.,https://picsum.photos/seed/Negeri Sembilan26/400/250,4.6,8,Foodie,Cendol
Negeri Sembilan,Negeri Sembilan District 27,60,35,36,50,A beautiful spot in Negeri Sembilan perfect for Leisure.,https://picsum.photos/seed/Negeri Sembilan27/400/250,4.3,18,Foodie,Roti Canai
Negeri Sembilan,Negeri Sembilan District 28,171,39,78,50,A beautiful spot in Negeri Sembilan perfect for Nature.,https://picsum.photos/seed/Negeri Sembilan28/400/250,4.0,12,Leisure,Char Kway Teow
Negeri Sembilan,Negeri Sembilan District 29,278,70,75,50,A beautiful spot in Negeri Sembilan perfect for Modern.,https://picsum.photos/seed/Negeri Sembilan29/400/250,3.8,35,Nature,Roti Canai
Sabah,Sabah District 1,51,52,54,50,A beautiful spot in Sabah perfect for Modern.,https://picsum.photos/seed/Sabah1/400/250,5.0,111,History,Satay
Sabah,Sabah District 2,271,66,78,50,A beautiful spot in Sabah perfect for History.,https://picsum.photos/seed/Sabah2/400/250,3.9,85,Foodie,Roti Canai
Sabah,Sabah District 3,130,47,36,50,A beautiful spot in Sabah perfect for Leisure.,https://picsum.photos/seed/Sabah3/400/250,4.4,49,Leisure,Cendol
Sabah,Sabah District 4,305,106,62,50,A beautiful spot in Sabah perfect for Foodie.,https://picsum.photos/seed/Sabah4/400/250,3.7,51,Adventure,Char Kway Teow
Sabah,Sabah District 5,383,108,77,50,A beautiful spot in Sabah perfect for Foodie.,https://picsum.photos/seed/Sabah5/400/250,3.5,29,Foodie,Nasi Lemak
Sabah,Sabah District 6,364,105,26,50,A beautiful spot in Sabah perfect for Leisure.,https://picsum.photos/seed/Sabah6/400/250,3.6,117,Modern,Roti Canai
Sabah,Sabah District 7,287,77,80,50,A beautiful spot in Sabah perfect for Modern.,https://picsum.photos/seed/Sabah7/400/250,4.0,7,Modern,Char Kway Teow
Sabah,Sabah District 8,159,39,25,50,A beautiful spot in Sabah perfect for Leisure.,https://picsum.photos/seed/Sabah8/400/250,4.3,150,Adventure,Nasi Lemak
Sabah,Sabah District 9,61,50,11,50,A beautiful spot in Sabah perfect for Foodie.,https://picsum.photos/seed/Sabah9/400/250,4.7,113,History,Nasi Lemak
Sabah,Sabah District 10,255,72,19,50,A beautiful spot in Sabah perfect for Modern.,https://picsum.photos/seed/Sabah10/400/250,4.0,17,Foodie,Cendol
